Style,Standard
Append Mode,1
Fill Mode,1
Capacity,100000
Count,343
Base Time Seconds,1621615645
Base Time Fractional,.980337900
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
106,0.002246267860755,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000302337,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:34,.659699640
107,0.002245512790978,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000308149,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:34,.742359140
108,0.00224814680405,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000319774,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:34,.825028900
109,0.002246753079817,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000267463,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:34,.907679600
110,0.002246575662866,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000267463,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:34,.990335640
111,0.002246268559247,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000290712,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:35,.072990620
112,0.002246516523883,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000273276,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:35,.155643420
113,0.002246409887448,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000296525,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:35,.238297000
114,0.002247769152746,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000279088,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:35,.320958880
115,0.002246705815196,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000273275,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:35,.403611540
116,0.002246210351586,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000290712,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:35,.486261900
117,0.002245821291581,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000290712,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:35,.568909860
118,0.002246315591037,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000290712,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:35,.651576440
119,0.00224684830755,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000267463,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:35,.734225260
120,0.002247509779409,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000302337,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:35,.816883160
121,0.002246765419841,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000273275,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:35,.899531600
122,0.002247060416266,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000284900,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:35,.982180780
123,0.002247084164992,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000273275,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:36,.064819340
124,0.00224615004845,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000255839,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:36,.147477460
125,0.002247199881822,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000250027,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:36,.230127940
126,0.002247947268188,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000255839,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:36,.312789780
127,0.002247533295304,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000279088,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:36,.395457420
128,0.002246871590614,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000296524,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:36,.478114300
129,0.002246033167467,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000273275,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:36,.560796140
130,0.002246327698231,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000273275,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:36,.643452780
131,0.002247556112707,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000290712,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:36,.726126300
132,0.002248076256365,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000279088,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:36,.808788320
133,0.002247829688713,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000261651,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:36,.891465420
134,0.002247203141451,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000290712,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:36,.974123340
135,0.002248230855912,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000273275,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:37,.056785680
136,0.002247083932161,Volt DC,.01,5.5,F,F,F,F,F,F,Front,F,Main,-0.0000000284900,Amp DC,.01,T,2W,F,F,05/21/2021,16:47:37,.139440960
